game_id,filename,bytes,n_frames,gameId_field
895614023,battle_895614023.json,332712,727,895614023
895614041,battle_895614041.json,136552,299,895614041
895614042,battle_895614042.json,138913,301,895614042
895614053,battle_895614053.json,257523,567,895614053
895614054,battle_895614054.json,213722,465,895614054
895614070,battle_895614070.json,261961,565,895614070
895614071,battle_895614071.json,281091,611,895614071
895614092,battle_895614092.json,318427,675,895614092
895614093,battle_895614093.json,313517,665,895614093
895614108,battle_895614108.json,302720,659,895614108
895614109,battle_895614109.json,211338,461,895614109
895614128,battle_895614128.json,211631,455,895614128
895614129,battle_895614129.json,248476,537,895614129
895614159,battle_895614159.json,375365,821,895614159
895614160,battle_895614160.json,298069,655,895614160
895614184,battle_895614184.json,285273,623,895614184
895614185,battle_895614185.json,239858,521,895614185
895614204,battle_895614204.json,185321,405,895614204
895614205,battle_895614205.json,209136,455,895614205
895614219,battle_895614219.json,158022,343,895614219
895614220,battle_895614220.json,182498,397,895614220
895614232,battle_895614232.json,223100,487,895614232
895614233,battle_895614233.json,206265,453,895614233
895614247,battle_895614247.json,245675,527,895614247
895614248,battle_895614248.json,97943,211,895614248
895614259,battle_895614259.json,281318,613,895614259
895614260,battle_895614260.json,308158,671,895614260
895614287,battle_895614287.json,235035,507,895614287
895614288,battle_895614288.json,249357,541,895614288
895614306,battle_895614306.json,264408,581,895614306
895614307,battle_895614307.json,251964,553,895614307
895614319,battle_895614319.json,338949,741,895614319
895614320,battle_895614320.json,360850,783,895614320
895614346,battle_895614346.json,296782,645,895614346
895614347,battle_895614347.json,250443,545,895614347
895614377,battle_895614377.json,156494,319,895614377
895614378,battle_895614378.json,288121,591,895614378
895614400,battle_895614400.json,252262,551,895614400
895614401,battle_895614401.json,230783,505,895614401
895614417,battle_895614417.json,261205,569,895614417
895614418,battle_895614418.json,200712,439,895614418
895614432,battle_895614432.json,165295,353,895614432
895614433,battle_895614433.json,222876,473,895614433
895628146,battle_895628146.json,131967,283,895628146
895628147,battle_895628147.json,349448,759,895628147
895628184,battle_895628184.json,287112,629,895628184
895628185,battle_895628185.json,298378,655,895628185
895628299,battle_895628299.json,266291,579,895628299
895628300,battle_895628300.json,277503,597,895628300
895628333,battle_895628333.json,386682,739,895628333
895628334,battle_895628334.json,294081,563,895628334
895628379,battle_895628379.json,363178,779,895628379
895628380,battle_895628380.json,377146,809,895628380
895628398,battle_895628398.json,241229,519,895628398
895628399,battle_895628399.json,317479,681,895628399
895628441,battle_895628441.json,216542,457,895628441
895628442,battle_895628442.json,261340,555,895628442
895628485,battle_895628485.json,293200,641,895628485
895628486,battle_895628486.json,252608,553,895628486
895628516,battle_895628516.json,240783,503,895628516
895628517,battle_895628517.json,246272,515,895628517
895628540,battle_895628540.json,325196,697,895628540
895628541,battle_895628541.json,370089,797,895628541
895628603,battle_895628603.json,273945,579,895628603
895628604,battle_895628604.json,253768,531,895628604
895628645,battle_895628645.json,252192,529,895628645
895628646,battle_895628646.json,277183,577,895628646
895628684,battle_895628684.json,229952,505,895628684
895628685,battle_895628685.json,271204,595,895628685
895628727,battle_895628727.json,86010,187,895628727
895628728,battle_895628728.json,194778,423,895628728
895628765,battle_895628765.json,441640,845,895628765
895628766,battle_895628766.json,312181,599,895628766
895628801,battle_895628801.json,256962,561,895628801
895628802,battle_895628802.json,238533,519,895628802
895628841,battle_895628841.json,146646,315,895628841
895628842,battle_895628842.json,165988,359,895628842
895628890,battle_895628890.json,197113,429,895628890
895628891,battle_895628891.json,109816,239,895628891
895628933,battle_895628933.json,179430,393,895628933
895628934,battle_895628934.json,204184,443,895628934
895628976,battle_895628976.json,150112,329,895628976
895628977,battle_895628977.json,140374,305,895628977
895629002,battle_895629002.json,396068,847,895629002
895629003,battle_895629003.json,386682,837,895629003
895629071,battle_895629071.json,186678,405,895629071
895629072,battle_895629072.json,214187,467,895629072
895629126,battle_895629126.json,216999,475,895629126
895629127,battle_895629127.json,225359,489,895629127
895629215,battle_895629215.json,158333,337,895629215
895629216,battle_895629216.json,165161,347,895629216
895629236,battle_895629236.json,190209,399,895629236
895629237,battle_895629237.json,268936,567,895629237
895629277,battle_895629277.json,256776,547,895629277
895629278,battle_895629278.json,393978,837,895629278
895629303,battle_895629303.json,185664,379,895629303
895629304,battle_895629304.json,261341,531,895629304
895629342,battle_895629342.json,395423,861,895629342
895629343,battle_895629343.json,329319,723,895629343
895629422,battle_895629422.json,377678,813,895629422
895629423,battle_895629423.json,295552,637,895629423
895629479,battle_895629479.json,478605,909,895629479
895629480,battle_895629480.json,456494,875,895629480
895629545,battle_895629545.json,282343,617,895629545
895629546,battle_895629546.json,256215,559,895629546
895629563,battle_895629563.json,172356,371,895629563
895629564,battle_895629564.json,125778,271,895629564
895629579,battle_895629579.json,409621,785,895629579
895629580,battle_895629580.json,328308,621,895629580
895629625,battle_895629625.json,101193,221,895629625
895629626,battle_895629626.json,109473,235,895629626
895629656,battle_895629656.json,284504,619,895629656
895629658,battle_895629658.json,302337,659,895629658
895629733,battle_895629733.json,373732,815,895629733
895629734,battle_895629734.json,356127,777,895629734
895629844,battle_895629844.json,371894,711,895629844
895629845,battle_895629845.json,476933,907,895629845
895629926,battle_895629926.json,299391,659,895629926
895629927,battle_895629927.json,174615,385,895629927
895629994,battle_895629994.json,383973,839,895629994
895629995,battle_895629995.json,362419,795,895629995
895630052,battle_895630052.json,427016,811,895630052
895630053,battle_895630053.json,485587,921,895630053
895630147,battle_895630147.json,201074,437,895630147
895630148,battle_895630148.json,209172,453,895630148
895630198,battle_895630198.json,211272,465,895630198
895630199,battle_895630199.json,210260,465,895630199
895630231,battle_895630231.json,240423,525,895630231
895630232,battle_895630232.json,210771,463,895630232
895630315,battle_895630315.json,200299,433,895630315
895630316,battle_895630316.json,185952,407,895630316
895630370,battle_895630370.json,238645,515,895630370
895630371,battle_895630371.json,14404,29,895630371
895630437,battle_895630437.json,289274,551,895630437
895630438,battle_895630438.json,273017,517,895630438
895630499,battle_895630499.json,242698,525,895630499
895630500,battle_895630500.json,104534,223,895630500
895630579,battle_895630579.json,127972,277,895630579
895630580,battle_895630580.json,230287,499,895630580
895630646,battle_895630646.json,207705,443,895630646
895630647,battle_895630647.json,219095,465,895630647
895630718,battle_895630718.json,340271,739,895630718
895630719,battle_895630719.json,250829,545,895630719
895630793,battle_895630793.json,191151,421,895630793
895630794,battle_895630794.json,189222,417,895630794
895630847,battle_895630847.json,258171,563,895630847
895630848,battle_895630848.json,237161,519,895630848
895630910,battle_895630910.json,305722,667,895630910
895630911,battle_895630911.json,244003,533,895630911
895630985,battle_895630985.json,159802,349,895630985
895630986,battle_895630986.json,140331,305,895630986
895631026,battle_895631026.json,207983,395,895631026
895631027,battle_895631027.json,347576,665,895631027
895631122,battle_895631122.json,155300,337,895631122
895631123,battle_895631123.json,162808,353,895631123
895631178,battle_895631178.json,214602,463,895631178
895631179,battle_895631179.json,166277,363,895631179
895631231,battle_895631231.json,171662,347,895631231
895631232,battle_895631232.json,147219,295,895631232
895631279,battle_895631279.json,300804,627,895631279
895631280,battle_895631280.json,260015,541,895631280
895631357,battle_895631357.json,140549,267,895631357
895631358,battle_895631358.json,152885,293,895631358
895631387,battle_895631387.json,164809,313,895631387
895631388,battle_895631388.json,155858,293,895631388
895631421,battle_895631421.json,376656,821,895631421
895631422,battle_895631422.json,398761,867,895631422
895631503,battle_895631503.json,244060,467,895631503
895631504,battle_895631504.json,193872,369,895631504
895631550,battle_895631550.json,206497,449,895631550
895631551,battle_895631551.json,185665,403,895631551
895631586,battle_895631586.json,223596,485,895631586
895631587,battle_895631587.json,165149,359,895631587
895631622,battle_895631622.json,363899,751,895631622
895631623,battle_895631623.json,352391,727,895631623
895631683,battle_895631683.json,227776,489,895631683
895631684,battle_895631684.json,222497,479,895631684
895631720,battle_895631720.json,209100,457,895631720
895631721,battle_895631721.json,209887,455,895631721
895631783,battle_895631783.json,233886,495,895631783
895631784,battle_895631784.json,145990,311,895631784
895631814,battle_895631814.json,439605,961,895631814
895631815,battle_895631815.json,172224,373,895631815
895631854,battle_895631854.json,283724,577,895631854
895631855,battle_895631855.json,239200,491,895631855
895631915,battle_895631915.json,232529,507,895631915
895631916,battle_895631916.json,222827,489,895631916
895631950,battle_895631950.json,13284,27,895631950
895631951,battle_895631951.json,308708,679,895631951
895632003,battle_895632003.json,175279,383,895632003
895632004,battle_895632004.json,174733,381,895632004
895632033,battle_895632033.json,289267,623,895632033
895632034,battle_895632034.json,295876,645,895632034
895632074,battle_895632074.json,246854,539,895632074
895632075,battle_895632075.json,278903,611,895632075
895632129,battle_895632129.json,258964,555,895632129
895632130,battle_895632130.json,274013,583,895632130
895632160,battle_895632160.json,391982,853,895632160
895632161,battle_895632161.json,393939,853,895632161
895632223,battle_895632223.json,186055,407,895632223
895632224,battle_895632224.json,226343,493,895632224
895632264,battle_895632264.json,151810,331,895632264
895632265,battle_895632265.json,161344,351,895632265
895632295,battle_895632295.json,341100,741,895632295
895632296,battle_895632296.json,305651,671,895632296
895632334,battle_895632334.json,189421,391,895632334
895632335,battle_895632335.json,157130,325,895632335
895632362,battle_895632362.json,97583,201,895632362
895632363,battle_895632363.json,281730,589,895632363
895632384,battle_895632384.json,275272,567,895632384
895632385,battle_895632385.json,140759,289,895632385
895632419,battle_895632419.json,326775,719,895632419
895632420,battle_895632420.json,277497,611,895632420
895632484,battle_895632484.json,137943,299,895632484
895632485,battle_895632485.json,148793,323,895632485
895635841,battle_895635841.json,327124,627,895635841
895635842,battle_895635842.json,374378,715,895635842
895635843,battle_895635843.json,103299,221,895635843
895635844,battle_895635844.json,221861,481,895635844
895635845,battle_895635845.json,254191,555,895635845
895635846,battle_895635846.json,227206,497,895635846
895635847,battle_895635847.json,112846,217,895635847
895635848,battle_895635848.json,97448,191,895635848
895635849,battle_895635849.json,2178,3,895635849
895635850,battle_895635850.json,2184,3,895635850
895635851,battle_895635851.json,166218,365,895635851
895635852,battle_895635852.json,103122,225,895635852
895635853,battle_895635853.json,109078,233,895635853
895635854,battle_895635854.json,115960,247,895635854
895635855,battle_895635855.json,113101,241,895635855
895635856,battle_895635856.json,144641,311,895635856
895635857,battle_895635857.json,96630,207,895635857
895635858,battle_895635858.json,109274,233,895635858
895635859,battle_895635859.json,2134,3,895635859
895635860,battle_895635860.json,2124,3,895635860
895635906,battle_895635906.json,180882,387,895635906
895635907,battle_895635907.json,156120,333,895635907
895635940,battle_895635940.json,131743,285,895635940
895635941,battle_895635941.json,133098,285,895635941
895635965,battle_895635965.json,166308,363,895635965
895635966,battle_895635966.json,120292,261,895635966
895635977,battle_895635977.json,121610,265,895635977
895635978,battle_895635978.json,162122,353,895635978
895635990,battle_895635990.json,169883,371,895635990
895635991,battle_895635991.json,209533,453,895635991
895636010,battle_895636010.json,227479,499,895636010
895636011,battle_895636011.json,153952,335,895636011
895636028,battle_895636028.json,276000,601,895636028
895636029,battle_895636029.json,288889,629,895636029
895636046,battle_895636046.json,135531,289,895636046
895636047,battle_895636047.json,171907,365,895636047
895636057,battle_895636057.json,159021,317,895636057
895636058,battle_895636058.json,169395,337,895636058
895636071,battle_895636071.json,101073,223,895636071
895636072,battle_895636072.json,123848,273,895636072
895636082,battle_895636082.json,235599,521,895636082
895636083,battle_895636083.json,287196,633,895636083
895636112,battle_895636112.json,256570,559,895636112
895636113,battle_895636113.json,301346,657,895636113
895636130,battle_895636130.json,149284,327,895636130
895636131,battle_895636131.json,222022,487,895636131
895636145,battle_895636145.json,359576,687,895636145
895636146,battle_895636146.json,260281,497,895636146
895636180,battle_895636180.json,135019,259,895636180
895636181,battle_895636181.json,167327,321,895636181
895636187,battle_895636187.json,232479,471,895636187
895636188,battle_895636188.json,197549,401,895636188
895636210,battle_895636210.json,243391,531,895636210
895636211,battle_895636211.json,206228,449,895636211
895636223,battle_895636223.json,235354,505,895636223
895636224,battle_895636224.json,259704,561,895636224
895636239,battle_895636239.json,174840,383,895636239
895636240,battle_895636240.json,144442,315,895636240
895636253,battle_895636253.json,227045,491,895636253
895636254,battle_895636254.json,291498,635,895636254
895636279,battle_895636279.json,118908,257,895636279
895636280,battle_895636280.json,108698,235,895636280
895636289,battle_895636289.json,136997,281,895636289
895636290,battle_895636290.json,160668,331,895636290
895636302,battle_895636302.json,254934,541,895636302
895636303,battle_895636303.json,274425,589,895636303
895636316,battle_895636316.json,163428,355,895636316
895636317,battle_895636317.json,129066,279,895636317
895636328,battle_895636328.json,337997,741,895636328
895636329,battle_895636329.json,329878,715,895636329
895636412,battle_895636412.json,185407,401,895636412
895636413,battle_895636413.json,173724,373,895636413
895636429,battle_895636429.json,246399,537,895636429
895636430,battle_895636430.json,268673,585,895636430
895636453,battle_895636453.json,127772,267,895636453
895636454,battle_895636454.json,271623,565,895636454
895636459,battle_895636459.json,265349,575,895636459
895636460,battle_895636460.json,225815,491,895636460
895636481,battle_895636481.json,216224,475,895636481
895636482,battle_895636482.json,283246,623,895636482
895636493,battle_895636493.json,371666,801,895636493
895636494,battle_895636494.json,264083,571,895636494
895636511,battle_895636511.json,153023,333,895636511
895636512,battle_895636512.json,143817,311,895636512
895636521,battle_895636521.json,426343,935,895636521
895636522,battle_895636522.json,326952,719,895636522
895636548,battle_895636548.json,247591,543,895636548
895636549,battle_895636549.json,178212,391,895636549
895636565,battle_895636565.json,348863,761,895636565
895636566,battle_895636566.json,391270,849,895636566
895636594,battle_895636594.json,215014,469,895636594
895636595,battle_895636595.json,221407,487,895636595
895636616,battle_895636616.json,303051,659,895636616
895636617,battle_895636617.json,244166,531,895636617
895636653,battle_895636653.json,274910,605,895636653
895636654,battle_895636654.json,275232,599,895636654
895636684,battle_895636684.json,182106,375,895636684
895636685,battle_895636685.json,147872,307,895636685
895636697,battle_895636697.json,124906,273,895636697
895636698,battle_895636698.json,124444,273,895636698
895636720,battle_895636720.json,256604,559,895636720
895636721,battle_895636721.json,243091,529,895636721
895636739,battle_895636739.json,384799,779,895636739
895636740,battle_895636740.json,315803,643,895636740
895636784,battle_895636784.json,284496,617,895636784
895636785,battle_895636785.json,273701,591,895636785
895636805,battle_895636805.json,153448,339,895636805
895636806,battle_895636806.json,273140,599,895636806
895636850,battle_895636850.json,291904,615,895636850
895636851,battle_895636851.json,241090,507,895636851
895636899,battle_895636899.json,147179,315,895636899
895636900,battle_895636900.json,143358,309,895636900
895636939,battle_895636939.json,217553,475,895636939
895636940,battle_895636940.json,281462,615,895636940
895636986,battle_895636986.json,341713,749,895636986
895636987,battle_895636987.json,368832,809,895636987
895637020,battle_895637020.json,304660,651,895637020
895637021,battle_895637021.json,272198,579,895637021
895637059,battle_895637059.json,107501,231,895637059
895637060,battle_895637060.json,106753,227,895637060
895637073,battle_895637073.json,181861,395,895637073
895637074,battle_895637074.json,153235,331,895637074
895637102,battle_895637102.json,164952,349,895637102
895637103,battle_895637103.json,177886,377,895637103
895637129,battle_895637129.json,203936,435,895637129
895637130,battle_895637130.json,234732,501,895637130
895637156,battle_895637156.json,247185,519,895637156
895637157,battle_895637157.json,240962,505,895637157
895637177,battle_895637177.json,228509,499,895637177
895637178,battle_895637178.json,252709,551,895637178
895637209,battle_895637209.json,156168,337,895637209
895637210,battle_895637210.json,122208,263,895637210
895637220,battle_895637220.json,300655,631,895637220
895637221,battle_895637221.json,231894,489,895637221
895637245,battle_895637245.json,314679,667,895637245
895637246,battle_895637246.json,316001,673,895637246
895637276,battle_895637276.json,103097,225,895637276
895637277,battle_895637277.json,217485,471,895637277
895637302,battle_895637302.json,198006,433,895637302
895637303,battle_895637303.json,324313,709,895637303
895637317,battle_895637317.json,351430,709,895637317
895637318,battle_895637318.json,361623,733,895637318
895637363,battle_895637363.json,395812,863,895637363
895637364,battle_895637364.json,233760,509,895637364
895637389,battle_895637389.json,231074,467,895637389
895637390,battle_895637390.json,269849,553,895637390
895637418,battle_895637418.json,265968,581,895637418
895637419,battle_895637419.json,228583,497,895637419
895637446,battle_895637446.json,179330,389,895637446
895637447,battle_895637447.json,147822,321,895637447
895637467,battle_895637467.json,178847,389,895637467
895637468,battle_895637468.json,170956,371,895637468
895637482,battle_895637482.json,220813,483,895637482
895637483,battle_895637483.json,207108,449,895637483
895637498,battle_895637498.json,179964,393,895637498
895637499,battle_895637499.json,165457,361,895637499
895637524,battle_895637524.json,172420,355,895637524
895637525,battle_895637525.json,154380,319,895637525
895637539,battle_895637539.json,125394,271,895637539
895637540,battle_895637540.json,134994,295,895637540
895637549,battle_895637549.json,239845,487,895637549
895637550,battle_895637550.json,291635,593,895637550
895637576,battle_895637576.json,136413,279,895637576
895637577,battle_895637577.json,133382,273,895637577
895637591,battle_895637591.json,253142,521,895637591
895637592,battle_895637592.json,293310,603,895637592
895637634,battle_895637634.json,377001,817,895637634
895637635,battle_895637635.json,286866,623,895637635
895637677,battle_895637677.json,262764,569,895637677
895637678,battle_895637678.json,279335,607,895637678
895637719,battle_895637719.json,270197,585,895637719
895637720,battle_895637720.json,295605,641,895637720
895637756,battle_895637756.json,177121,385,895637756
895637757,battle_895637757.json,200219,433,895637757
895637773,battle_895637773.json,360773,741,895637773
895637774,battle_895637774.json,472282,973,895637774
895637819,battle_895637819.json,262485,551,895637819
895637820,battle_895637820.json,170018,359,895637820
895637858,battle_895637858.json,260581,565,895637858
895637859,battle_895637859.json,267280,579,895637859
895637892,battle_895637892.json,123302,253,895637892
895637893,battle_895637893.json,179979,367,895637893
895637918,battle_895637918.json,232286,505,895637918
895637919,battle_895637919.json,232909,511,895637919
895637953,battle_895637953.json,180683,389,895637953
895637954,battle_895637954.json,101330,219,895637954
895637994,battle_895637994.json,128484,277,895637994
895637995,battle_895637995.json,181120,395,895637995
895638022,battle_895638022.json,203451,443,895638022
895638023,battle_895638023.json,213909,467,895638023
895638060,battle_895638060.json,190325,417,895638060
895638061,battle_895638061.json,219727,481,895638061
895638097,battle_895638097.json,227597,495,895638097
895638098,battle_895638098.json,217640,475,895638098
895638128,battle_895638128.json,304452,589,895638128
895638129,battle_895638129.json,394975,761,895638129
895638168,battle_895638168.json,262598,575,895638168
895638169,battle_895638169.json,318243,695,895638169
895638212,battle_895638212.json,223825,429,895638212
895638213,battle_895638213.json,267775,513,895638213
895638248,battle_895638248.json,123820,271,895638248
895638249,battle_895638249.json,121759,261,895638249
895638270,battle_895638270.json,235216,497,895638270
895638271,battle_895638271.json,265128,561,895638271
895638310,battle_895638310.json,118396,245,895638310
895638311,battle_895638311.json,152498,319,895638311
895638324,battle_895638324.json,253778,553,895638324
895638325,battle_895638325.json,205130,447,895638325
895638372,battle_895638372.json,279833,613,895638372
895638373,battle_895638373.json,264030,571,895638373
895638414,battle_895638414.json,226353,493,895638414
895638415,battle_895638415.json,214057,465,895638415
895638473,battle_895638473.json,178465,375,895638473
895638474,battle_895638474.json,221482,467,895638474
895638504,battle_895638504.json,248946,543,895638504
895638505,battle_895638505.json,295465,645,895638505
895638552,battle_895638552.json,199313,415,895638552
895638553,battle_895638553.json,205378,433,895638553
895638574,battle_895638574.json,274516,525,895638574
895638575,battle_895638575.json,213855,409,895638575
895688983,battle_895688983.json,125324,241,895688983
895688984,battle_895688984.json,147320,285,895688984
895689649,battle_895689649.json,194341,425,895689649
895689650,battle_895689650.json,166675,367,895689650
895706301,battle_895706301.json,101233,211,895706301
895706302,battle_895706302.json,101041,211,895706302
